,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS_Panel,Res_Per_Inches,Cpu_Brand,HDD,SSD
798,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.38,71874.72,1,1,158.48253022174808,Intel Core i7,0,256
799,Dell,Notebook,8,AMD,Windows,2.0,39373.92,0,0,141.21199808219862,Intel Core i3,0,256
800,HP,Workstation,8,Nvidia,Windows,3.14,110017.87199999999,0,0,141.21199808219862,Intel Core i7,0,256
801,Asus,Notebook,8,Intel,Windows,2.37,58554.72,0,0,141.21199808219862,Intel Core i5,0,256
802,Dell,Ultrabook,8,Intel,Windows,1.29,79866.72,0,0,165.6321180513006,Intel Core i5,0,256
803,Dell,Notebook,8,Nvidia,Windows,2.06,93186.72,1,0,282.42399616439724,Intel Core i5,0,256
804,Dell,Netbook,4,Intel,Windows,1.63,39640.32,0,0,135.0942111925629,Other Intel Processor,0,128
805,HP,Netbook,8,Intel,Windows,1.26,74005.92,0,0,125.36742798669837,Intel Core i5,0,256
806,Toshiba,Notebook,4,Intel,Windows,2.1,41558.4,0,0,100.45466986113651,Intel Core i5,500,0
807,HP,Notebook,8,AMD,Windows,2.04,33513.119999999995,0,0,100.45466986113651,AMD Processor,2000,0
808,Dell,Gaming,16,Nvidia,Windows,2.62,89457.12,0,0,282.42399616439724,Intel Core i7,0,512
809,Lenovo,Notebook,4,Nvidia,Windows,2.4,32447.52,0,0,141.21199808219862,Intel Core i5,1000,0
810,HP,Gaming,12,AMD,Windows,3.74,93186.72,0,1,127.33567457123111,Intel Core i7,1000,0
811,MSI,Gaming,16,Nvidia,Windows,2.9,128671.2,0,0,127.33567457123111,Intel Core i7,1000,512
812,Samsung,Ultrabook,8,Intel,Windows,0.81,79866.72,0,0,165.6321180513006,Intel Core i5,0,256
813,Dell,Notebook,8,Nvidia,Windows,1.98,51202.08,0,0,141.21199808219862,Intel Core i7,1000,0
814,Dell,Notebook,8,AMD,Windows,2.18,42081.0768,0,0,141.21199808219862,Intel Core i5,0,256
815,Lenovo,Ultrabook,8,Intel,Windows,1.32,99047.52,0,0,157.3505121487356,Intel Core i7,0,256
816,Razer,Ultrabook,16,Intel,Windows,1.29,95850.72,1,1,352.4651472131677,Intel Core i7,0,512
817,HP,Netbook,4,Intel,No OS/Linux/Chrome/Android,1.23,20512.8,0,0,135.0942111925629,Other Intel Processor,0,0
818,Dell,Gaming,16,Nvidia,Windows,4.36,133467.4656,0,1,127.33567457123111,Intel Core i7,1000,128
819,Dell,Notebook,4,Intel,Windows,1.76,40226.4,0,0,111.93520355955211,Intel Core i5,500,0
820,Lenovo,Notebook,4,Intel,Windows,2.1,26101.872000000003,0,0,100.45466986113651,Intel Core i3,500,0
821,Toshiba,Ultrabook,4,Intel,Windows,1.25,58075.2,0,0,111.93520355955211,Intel Core i5,0,128
822,Lenovo,Ultrabook,8,Intel,Windows,1.13,133146.72,0,1,157.3505121487356,Intel Core i7,0,512
823,MSI,Gaming,8,Nvidia,Windows,2.4,63882.72,0,0,141.21199808219862,Intel Core i5,0,256
824,Lenovo,Ultrabook,8,Intel,Windows,1.13,99900.0,0,1,157.3505121487356,Intel Core i5,0,0
825,Toshiba,Notebook,4,Intel,Windows,1.75,26586.72,0,0,111.93520355955211,Other Intel Processor,0,128
826,Asus,2 in 1 Convertible,8,Intel,Windows,1.1,72354.23999999999,1,0,165.6321180513006,Intel Core i5,0,256
827,Dell,Notebook,4,Intel,Windows,1.76,31168.8,0,0,111.93520355955211,Intel Core i3,500,0
828,Acer,Netbook,4,Intel,No OS/Linux/Chrome/Android,1.35,18914.4,0,1,135.0942111925629,Other Intel Processor,0,0
829,Acer,Notebook,8,Intel,Windows,1.5,32980.32,0,1,157.3505121487356,Intel Core i3,0,128
831,Lenovo,Ultrabook,16,Intel,Windows,1.1,111834.72,0,1,209.8006828649808,Intel Core i7,0,512
832,Asus,Notebook,4,Nvidia,No OS/Linux/Chrome/Android,2.1,27652.32,0,0,141.21199808219862,Intel Core i5,1000,0
833,Lenovo,Notebook,8,Intel,Windows,1.7,63190.08,0,0,157.3505121487356,Intel Core i5,0,256
834,Lenovo,Notebook,8,Intel,Windows,1.32,87912.0,0,1,157.3505121487356,Intel Core i5,0,256
835,Dell,Gaming,16,Nvidia,Windows,3.21,147832.28639999998,0,0,141.21199808219862,Intel Core i7,1000,256
836,Asus,Gaming,16,Nvidia,Windows,2.9,128884.32,0,0,127.33567457123111,Intel Core i7,1000,256
837,Toshiba,Notebook,4,Intel,Windows,2.0,35644.32,0,0,100.45466986113651,Intel Core i3,500,0
838,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.5,17316.0,0,0,111.93520355955211,Other Intel Processor,0,0
839,Asus,Notebook,8,Intel,Windows,2.3,31435.2,0,0,141.21199808219862,Intel Core i5,128,0
840,Asus,Gaming,16,Nvidia,Windows,2.73,95850.72,0,0,127.33567457123111,Intel Core i7,1000,512
841,Dell,Gaming,32,Nvidia,Windows,4.42,163723.57919999998,0,1,127.33567457123111,Intel Core i7,1000,512
842,HP,Notebook,8,Nvidia,Windows,2.63,48484.8,0,0,106.11306214269258,Intel Core i5,1000,0
843,Dell,Notebook,8,Intel,Windows,2.18,38041.3872,0,0,100.45466986113651,Intel Core i5,0,128
844,HP,Ultrabook,8,Intel,Windows,1.54,99633.6,0,0,157.3505121487356,Intel Core i7,0,512
845,Dell,Notebook,4,AMD,Windows,2.18,39373.92,0,0,141.21199808219862,Intel Core i7,0,256
846,HP,2 in 1 Convertible,4,Intel,No OS/Linux/Chrome/Android,1.4,32767.2,1,0,135.0942111925629,Other Intel Processor,0,0
847,Asus,Ultrabook,8,Nvidia,Windows,1.45,54665.28,0,1,165.6321180513006,Intel Core i5,0,512
848,HP,2 in 1 Convertible,8,Intel,Windows,1.28,121318.56,1,0,165.6321180513006,Intel Core i5,0,256
849,HP,Ultrabook,8,Intel,Windows,1.54,78215.04,0,0,157.3505121487356,Intel Core i7,0,512
850,HP,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.86,15930.72,0,0,100.45466986113651,Other Intel Processor,0,128
851,Asus,Gaming,16,Nvidia,Windows,2.1,101178.72,0,0,141.21199808219862,Intel Core i7,1000,128
852,Dell,Notebook,8,AMD,No OS/Linux/Chrome/Android,2.83,46087.2,0,0,127.33567457123111,Intel Core i7,1000,0
853,Lenovo,Ultrabook,8,Nvidia,Windows,1.96,101391.84,0,1,157.3505121487356,Intel Core i7,0,256
854,Asus,Notebook,8,Nvidia,Windows,2.3,41931.36,0,1,141.21199808219862,Intel Core i7,0,256
855,Dell,Notebook,8,Intel,Windows,1.9,50349.6,0,0,141.21199808219862,Intel Core i5,0,128
856,Asus,Notebook,4,Intel,Windows,2.0,23922.72,0,0,100.45466986113651,Other Intel Processor,1000,0
857,HP,2 in 1 Convertible,8,Intel,Windows,1.28,136343.52,1,0,165.6321180513006,Intel Core i7,0,256
858,Dell,Notebook,8,Intel,Windows,1.62,34578.72,1,0,165.6321180513006,Intel Core i5,1000,0
859,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.2,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0
860,Lenovo,Notebook,8,Intel,Windows,2.3,45323.1648,0,1,141.21199808219862,Intel Core i5,1000,0
861,HP,Notebook,8,AMD,Windows,1.84,71874.72,0,0,141.21199808219862,Intel Core i5,0,256
862,Toshiba,Notebook,4,Intel,Windows,1.05,68464.8,0,0,165.6321180513006,Intel Core i5,0,128
863,Lenovo,Gaming,8,Nvidia,No OS/Linux/Chrome/Android,2.5,54185.76,0,1,141.21199808219862,Intel Core i5,1000,0
864,Dell,Ultrabook,16,Intel,Windows,1.29,119347.2,1,0,276.053530085501,Intel Core i7,0,512
865,HP,Notebook,4,Intel,Windows,2.07,48484.8,0,0,141.21199808219862,Intel Core i5,500,0
866,Toshiba,Ultrabook,8,Intel,Windows,1.2,58341.6,0,0,117.82653006268643,Intel Core i5,0,256
867,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,103896.0,1,1,165.6321180513006,Intel Core i7,0,256
868,Acer,Notebook,8,Intel,Windows,1.56,48058.56,0,1,157.3505121487356,Intel Core i5,0,256
869,Dell,Workstation,8,Nvidia,Windows,2.23,94731.84,0,0,141.21199808219862,Intel Core i7,1000,0
870,Lenovo,Notebook,4,Intel,Windows,2.38,56210.4,0,0,100.45466986113651,Intel Core i5,500,0
871,Lenovo,Notebook,4,AMD,No OS/Linux/Chrome/Android,2.2,25521.12,0,0,141.21199808219862,Intel Core i3,1000,0
872,Toshiba,Notebook,8,Intel,Windows,2.0,73952.64,0,1,141.21199808219862,Intel Core i7,0,256
873,Lenovo,Notebook,4,Intel,Windows,1.44,39160.8,0,1,165.6321180513006,Intel Core i3,0,180
874,Samsung,Ultrabook,16,Nvidia,Windows,1.23,98514.72,0,0,146.86047800548656,Intel Core i7,0,256
875,Dell,Ultrabook,8,Intel,Windows,1.6,90043.2,0,0,176.23257360658386,Intel Core i7,0,256
876,Asus,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.0,21258.1872,0,0,100.45466986113651,Other Intel Processor,1000,0
878,Dell,Notebook,4,Nvidia,Windows,2.18,48618.0,0,0,141.21199808219862,Intel Core i5,1000,128
879,HP,Notebook,4,Intel,Windows,2.04,44701.92,0,0,141.21199808219862,Intel Core i5,0,256
880,HP,2 in 1 Convertible,4,Intel,Windows,1.28,90576.0,1,0,165.6321180513006,Intel Core i5,0,256
881,HP,2 in 1 Convertible,4,Intel,Windows,2.3,36486.143999999986,1,0,100.45466986113651,Intel Core i5,500,0
882,Asus,Notebook,4,Intel,Windows,1.65,18541.44,0,0,111.1413368676404,Other Intel Processor,0,0
883,Lenovo,Notebook,8,Nvidia,Windows,2.2,35644.32,0,1,141.21199808219862,Intel Core i7,1000,0
884,Dell,Notebook,4,Intel,Windows,2.2,19660.32,0,0,100.45466986113651,Other Intel Processor,500,0
885,HP,2 in 1 Convertible,4,Intel,Windows,1.28,95850.72,1,0,165.6321180513006,Intel Core i5,0,256
886,Dell,Notebook,4,AMD,No OS/Linux/Chrome/Android,2.18,24279.696,0,0,100.45466986113651,Intel Core i3,1000,0
887,Asus,Gaming,12,Nvidia,Windows,2.2,72988.272,0,0,127.33567457123111,Intel Core i5,1000,128
888,Acer,Netbook,4,Intel,No OS/Linux/Chrome/Android,1.25,15824.16,0,1,135.0942111925629,Other Intel Processor,0,0
889,Lenovo,Notebook,4,AMD,Windows,2.8,20193.12,0,0,106.11306214269258,AMD Processor,500,0
890,HP,Notebook,4,Intel,Windows,1.95,67399.2,0,0,157.3505121487356,Intel Core i5,0,128
891,HP,2 in 1 Convertible,16,Intel,Windows,1.42,74538.72,1,0,276.053530085501,Intel Core i7,0,256
892,Samsung,Ultrabook,8,Intel,Windows,1.17,90522.72,0,0,146.86047800548656,Intel Core i7,0,256
893,Lenovo,Ultrabook,8,Intel,Windows,1.32,95850.72,0,1,157.3505121487356,Intel Core i5,0,256
894,MSI,Gaming,16,Nvidia,Windows,2.43,141138.72,0,1,254.67134914246222,Intel Core i7,2000,512
895,Toshiba,Notebook,8,Intel,Windows,1.05,78588.0,0,0,165.6321180513006,Intel Core i5,0,256
896,Dell,Gaming,8,Nvidia,No OS/Linux/Chrome/Android,2.62,49497.12,0,0,141.21199808219862,Intel Core i7,1000,0
897,HP,Notebook,8,Nvidia,Windows,2.04,47952.0,0,0,141.21199808219862,Intel Core i7,1000,0
898,Dell,Notebook,4,AMD,Windows,2.18,32713.92,0,0,100.45466986113651,Intel Core i3,1000,0
899,Dell,Notebook,8,Intel,Windows,1.9,49816.8,0,0,141.21199808219862,Intel Core i5,500,0
900,Dell,2 in 1 Convertible,8,Intel,Windows,1.24,107257.96800000001,1,0,276.053530085501,Intel Core i7,0,512
901,Asus,Gaming,32,Nvidia,Windows,3.58,68145.12,0,1,127.33567457123111,Intel Core i7,0,512
902,Dell,2 in 1 Convertible,16,Intel,Windows,1.22,87858.72,1,0,165.6321180513006,Intel Core i7,0,256
903,Lenovo,Ultrabook,8,Intel,Windows,1.13,109170.72,0,1,157.3505121487356,Intel Core i7,0,0
904,Lenovo,Notebook,8,Intel,Windows,1.95,104588.1072,0,1,141.21199808219862,Intel Core i5,0,512
906,HP,Netbook,8,Intel,Windows,1.26,79014.23999999999,0,0,176.23257360658386,Intel Core i7,0,512
907,Acer,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.2,19127.52,0,1,141.21199808219862,Other Intel Processor,0,0
908,Lenovo,Notebook,8,Nvidia,Windows,2.6,42037.92,0,1,141.21199808219862,Intel Core i5,1000,128
910,Dell,Notebook,8,Intel,Windows,1.6,64202.4,0,0,157.3505121487356,Intel Core i5,0,256
911,HP,Ultrabook,8,Intel,Windows,1.09,165168.0,1,0,352.4651472131677,Other Intel Processor,0,240
912,Lenovo,Notebook,6,Nvidia,Windows,2.2,42037.92,0,0,141.21199808219862,Intel Core i7,0,256
913,HP,Notebook,8,Nvidia,Windows,2.04,54291.78719999999,0,0,141.21199808219862,Intel Core i7,0,256
914,Acer,Notebook,4,Intel,Windows,2.4,26586.72,0,0,141.21199808219862,Intel Core i3,1000,0
915,Lenovo,Notebook,4,Intel,Windows,1.44,46939.68,0,0,165.6321180513006,Intel Core i5,0,128
916,HP,Notebook,8,Intel,Windows,1.49,51148.8,0,0,165.6321180513006,Intel Core i5,0,256
917,MSI,Gaming,16,Nvidia,Windows,2.7,85194.72,0,0,127.33567457123111,Intel Core i7,1000,256
918,Dell,Gaming,16,Nvidia,Windows,2.6,71874.72,0,0,141.21199808219862,Intel Core i7,1000,128
919,MSI,Gaming,8,Nvidia,Windows,2.2,59668.80480000001,0,0,141.21199808219862,Intel Core i5,1000,128
920,Dell,Notebook,4,AMD,Windows,2.18,36496.2672,0,0,100.45466986113651,Intel Core i5,1000,0
921,HP,Ultrabook,8,AMD,Windows,1.84,69103.62719999999,0,0,141.21199808219862,Intel Core i7,0,256
922,HP,Ultrabook,8,Intel,Windows,1.39,61218.72,1,0,276.053530085501,Intel Core i7,0,256
923,Toshiba,Notebook,16,Nvidia,Windows,2.4,105228.0,0,1,141.21199808219862,Intel Core i7,0,256
924,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,97236.0,1,1,165.6321180513006,Intel Core i5,0,512
925,Dell,Notebook,4,Intel,Windows,1.95,38889.072,0,0,100.45466986113651,Intel Core i5,500,0
926,Lenovo,Ultrabook,8,Intel,Windows,1.36,87912.0,0,1,176.23257360658386,Intel Core i7,0,256
927,HP,Notebook,8,Intel,Windows,2.31,62071.2,0,0,141.21199808219862,Intel Core i5,0,256
928,Dell,Notebook,4,Intel,Windows,2.18,37725.4368,0,0,100.45466986113651,Intel Core i5,1000,0
929,HP,Notebook,4,Intel,Windows,1.95,61218.72,0,0,111.93520355955211,Intel Core i5,500,0
930,Lenovo,Notebook,4,Intel,Windows,2.2,16463.52,0,0,100.45466986113651,Other Intel Processor,1000,0
931,HP,Ultrabook,4,Intel,Windows,1.26,84129.12,0,0,176.23257360658386,Intel Core i5,500,0
932,HP,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.86,15392.592,0,0,100.45466986113651,Other Intel Processor,1000,0
933,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.3,95850.72,1,1,276.053530085501,Intel Core i7,0,1000
934,Toshiba,Notebook,4,Intel,Windows,1.47,58874.4,0,1,157.3505121487356,Intel Core i5,0,128
935,HP,Netbook,8,Intel,Windows,1.26,88924.31999999998,0,0,176.23257360658386,Intel Core i5,0,256
936,Dell,Notebook,4,Intel,Windows,2.18,29762.208,0,0,100.45466986113651,Intel Core i3,1000,0
937,MSI,Gaming,8,Nvidia,Windows,2.2,63882.72,0,0,141.21199808219862,Intel Core i7,1000,128
938,Dell,Ultrabook,8,Intel,Windows,1.36,87325.92,0,0,157.3505121487356,Intel Core i5,0,256
939,Dell,Gaming,16,Nvidia,Windows,4.36,146946.24,0,0,169.78089942830815,Intel Core i7,1000,512
940,HP,Gaming,8,Nvidia,Windows,2.75,74538.72,0,1,127.33567457123111,Intel Core i5,1000,128
941,Asus,Notebook,4,Nvidia,Windows,2.8,28238.4,0,0,106.11306214269258,Other Intel Processor,1000,0
942,Acer,Notebook,4,Intel,Windows,2.23,32980.32,0,0,100.45466986113651,Intel Core i5,500,0
943,Toshiba,Notebook,8,Intel,Windows,2.2,59620.32,0,0,100.45466986113651,Intel Core i5,0,256
944,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.1,69210.72,1,1,194.94753717542463,Other Intel Processor,0,256
945,Lenovo,Gaming,16,AMD,Windows,2.5,53226.72,0,1,141.21199808219862,AMD Processor,1000,512
946,Dell,Ultrabook,8,Intel,Windows,1.36,78438.81599999999,1,0,176.23257360658386,Intel Core i5,0,256
947,Lenovo,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,2.2,36496.8,0,0,141.21199808219862,Intel Core i7,1000,0
948,Dell,Notebook,4,AMD,Windows,2.36,35111.52,0,0,106.11306214269258,Intel Core i3,1000,0
949,Acer,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.68,18594.72,0,0,111.93520355955211,Other Intel Processor,0,0
950,HP,Workstation,8,Nvidia,Windows,2.0,119826.72,0,1,141.21199808219862,Intel Core i7,0,8
951,Dell,Ultrabook,8,Intel,Windows,1.36,94572.0,0,0,157.3505121487356,Intel Core i7,0,256
952,Toshiba,Notebook,8,Intel,Windows,1.2,77788.8,0,0,165.6321180513006,Intel Core i5,0,256
953,Asus,2 in 1 Convertible,8,Intel,No OS/Linux/Chrome/Android,1.2,61751.52,0,0,176.23257360658386,Other Intel Processor,0,0
954,Lenovo,Ultrabook,8,Intel,Windows,1.7,79333.3872,0,1,157.3505121487356,Intel Core i7,0,256
956,Dell,2 in 1 Convertible,8,Intel,Windows,1.24,101178.72,1,0,165.6321180513006,Intel Core i5,0,256
957,HP,2 in 1 Convertible,4,Intel,Windows,1.45,41292.0,1,0,135.0942111925629,Other Intel Processor,0,256
958,Dell,Ultrabook,8,Intel,Windows,1.3,67559.04,0,0,276.053530085501,Intel Core i7,0,256
959,Acer,2 in 1 Convertible,4,Intel,No OS/Linux/Chrome/Android,1.25,20725.92,1,1,135.0942111925629,Other Intel Processor,0,0
960,Toshiba,Notebook,8,Intel,Windows,1.2,81784.8,0,0,165.6321180513006,Intel Core i5,0,256
961,Lenovo,Ultrabook,8,Intel,Windows,1.36,93772.8,0,1,176.23257360658386,Intel Core i5,0,256
962,Acer,Notebook,12,Nvidia,Windows,2.4,53759.52,0,0,141.21199808219862,Intel Core i5,1000,128
963,Toshiba,Ultrabook,8,Intel,Windows,1.1,95371.2,1,0,176.23257360658386,Intel Core i7,0,512
964,HP,Notebook,8,Nvidia,Windows,2.04,45101.52,0,0,100.45466986113651,Intel Core i5,1000,0
965,Dell,Notebook,4,AMD,No OS/Linux/Chrome/Android,2.25,24808.2336,0,0,100.45466986113651,Intel Core i3,1000,0
966,Dell,Notebook,4,Intel,Windows,1.9,43956.0,0,0,100.45466986113651,Intel Core i5,500,0
967,HP,Notebook,4,Intel,Windows,2.04,36496.8,0,0,141.21199808219862,Intel Core i3,500,0
968,Dell,Gaming,32,Nvidia,Windows,4.42,167778.72,0,1,127.33567457123111,Intel Core i7,1000,256
969,Lenovo,Notebook,6,Nvidia,Windows,2.4,37029.6,0,0,141.21199808219862,Intel Core i5,0,256
970,Dell,2 in 1 Convertible,16,Intel,Windows,1.22,101178.72,1,0,276.053530085501,Intel Core i7,0,512
971,Dell,Ultrabook,8,Intel,Windows,1.5,104587.57439999998,1,0,209.8006828649808,Intel Core i7,0,256
972,Dell,Gaming,32,Nvidia,Windows,4.42,149184.0,0,0,127.33567457123111,Intel Core i7,1000,256
973,Toshiba,Notebook,8,Intel,Windows,1.95,62870.4,0,0,157.3505121487356,Intel Core i5,0,256
974,Asus,Gaming,16,Nvidia,Windows,2.73,109218.67199999999,0,0,127.33567457123111,Intel Core i7,1000,256
975,HP,Notebook,8,Nvidia,Windows,2.04,52161.12,0,1,141.21199808219862,Intel Core i5,1000,128
976,Lenovo,Notebook,4,Intel,Windows,1.7,53386.56,0,0,111.93520355955211,Intel Core i5,0,0
977,Asus,2 in 1 Convertible,16,Nvidia,Windows,2.3,95850.72,1,0,282.42399616439724,Intel Core i7,2000,512
978,HP,Notebook,6,Intel,Windows,2.04,30849.12,0,0,100.45466986113651,Intel Core i7,1000,0
979,Asus,Gaming,16,Nvidia,Windows,2.99,93186.72,0,0,127.33567457123111,Intel Core i7,1000,256
980,Dell,2 in 1 Convertible,12,Intel,Windows,2.19,69210.72,1,1,141.21199808219862,Intel Core i7,0,512
981,Toshiba,Notebook,4,Intel,Windows,1.2,63669.6,0,0,165.6321180513006,Intel Core i5,0,128
982,Lenovo,Notebook,6,AMD,Windows,2.2,29250.72,0,0,141.21199808219862,AMD Processor,0,256
984,Toshiba,Notebook,4,Intel,Windows,1.75,48751.2,0,0,111.93520355955211,Intel Core i5,500,0
985,Dell,Notebook,4,AMD,Windows,2.25,31914.72,0,0,100.45466986113651,Intel Core i5,500,0
986,HP,Notebook,8,Intel,Windows,2.04,42943.68,0,0,141.21199808219862,Intel Core i5,1000,0
987,Lenovo,Gaming,8,Nvidia,Windows,2.5,63349.92,0,1,141.21199808219862,Intel Core i7,1000,128
988,Dell,Notebook,8,AMD,Windows,2.36,39906.72,0,0,100.45466986113651,Intel Core i7,1000,0
989,Dell,Notebook,8,Intel,Windows,1.6,59620.32,0,0,157.3505121487356,Intel Core i5,0,128
990,HP,Netbook,8,Intel,Windows,0.97,101658.24,0,0,176.23257360658386,Other Intel Processor,0,512
991,HP,Notebook,4,AMD,Windows,2.1,26586.72,0,0,141.21199808219862,Intel Core i3,1000,128
992,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.9,14418.6336,0,0,100.45466986113651,Other Intel Processor,0,128
993,Lenovo,Notebook,8,Intel,Windows,2.3,71874.72,0,0,141.21199808219862,Intel Core i5,0,256
994,Dell,2 in 1 Convertible,8,Intel,Windows,1.68,47365.92,1,0,165.6321180513006,Intel Core i5,0,256
995,Asus,Notebook,8,Intel,Windows,1.4,61272.0,0,0,276.053530085501,Intel Core i5,0,256
996,HP,Ultrabook,8,Intel,Windows,1.11,71874.72,1,1,165.6321180513006,Intel Core i7,0,256
997,Acer,Notebook,4,Intel,Windows,2.4,20246.4,0,0,100.45466986113651,Other Intel Processor,500,0
998,Asus,Gaming,16,Nvidia,Windows,2.5,95850.72,0,0,141.21199808219862,Intel Core i7,1000,256
999,HP,Ultrabook,8,Intel,Windows,1.48,111301.92,0,0,157.3505121487356,Intel Core i7,0,512
1000,Acer,Gaming,8,Nvidia,Windows,2.7,67132.8,0,1,141.21199808219862,Intel Core i7,1000,128
1001,HP,Notebook,8,Intel,Windows,1.34,63349.92,0,1,165.6321180513006,Intel Core i5,0,256
1002,Dell,Notebook,4,Intel,Windows,2.18,29144.16,0,0,100.45466986113651,Intel Core i3,0,128
1003,HP,Notebook,4,Intel,Windows,1.64,41505.12,0,0,111.93520355955211,Intel Core i5,500,0
1004,Toshiba,Notebook,4,Intel,Windows,1.2,63669.6,0,0,165.6321180513006,Intel Core i5,0,128
1005,HP,Notebook,4,Intel,Windows,1.48,58607.46719999999,0,0,111.93520355955211,Intel Core i5,0,256
1006,HP,Notebook,4,Intel,Windows,1.95,64202.4,0,0,157.3505121487356,Intel Core i5,0,256
1007,HP,Ultrabook,8,Intel,Windows,1.43,77202.72,0,0,157.3505121487356,Intel Core i7,0,256
1008,HP,Notebook,8,Nvidia,Windows,1.64,55904.5728,0,0,157.3505121487356,Intel Core i5,0,256
1009,HP,Notebook,4,Intel,Windows,1.64,36443.52,0,0,111.93520355955211,Intel Core i3,500,0
1010,Dell,Gaming,8,Nvidia,Windows,2.65,50562.72,0,0,141.21199808219862,Intel Core i5,0,0
1011,HP,Ultrabook,4,Intel,Windows,1.26,81997.92,0,0,176.23257360658386,Intel Core i5,500,0
1012,HP,Notebook,4,Intel,Windows,1.48,84715.2,0,0,157.3505121487356,Intel Core i5,0,256
1013,HP,Ultrabook,8,Intel,Windows,1.54,100550.5488,0,0,157.3505121487356,Intel Core i7,0,256
1014,HP,Notebook,4,Intel,Windows,1.49,42624.0,0,0,117.82653006268643,Intel Core i3,500,0
1015,Toshiba,Notebook,8,Intel,Windows,1.5,64468.8,0,0,117.82653006268643,Intel Core i5,0,256
1016,HP,Notebook,4,Intel,Windows,2.04,41025.0672,0,0,100.45466986113651,Intel Core i3,0,256
1017,Lenovo,Notebook,16,Nvidia,Windows,2.4,158135.04,0,1,254.67134914246222,Intel Core i7,0,512
1018,Toshiba,Notebook,8,Intel,Windows,1.47,79387.2,0,1,157.3505121487356,Intel Core i5,0,256
1019,HP,Notebook,8,Intel,Windows,1.43,118761.12,0,0,157.3505121487356,Intel Core i7,0,256
1020,Dell,2 in 1 Convertible,4,Intel,Windows,2.08,42410.3472,1,1,141.21199808219862,Intel Core i3,1000,0
1021,Toshiba,Ultrabook,8,Intel,Windows,1.2,84715.2,0,0,165.6321180513006,Intel Core i5,0,256
1022,HP,Notebook,8,Intel,Windows,1.11,61218.72,0,1,165.6321180513006,Intel Core i5,0,256
1023,HP,Notebook,8,Nvidia,Windows,1.64,63159.7104,0,0,157.3505121487356,Intel Core i7,0,256
1024,Dell,Notebook,8,Intel,Windows,2.09,55754.3232,0,0,141.21199808219862,Intel Core i5,500,0
1025,HP,Ultrabook,4,Intel,Windows,1.26,83063.52,0,0,125.36742798669837,Intel Core i5,0,256
1026,HP,Notebook,4,Intel,Windows,2.31,63349.92,0,0,111.93520355955211,Intel Core i5,500,0
1027,HP,Notebook,4,Intel,Windows,1.95,56476.8,0,0,111.93520355955211,Intel Core i5,500,0
1028,Dell,Ultrabook,8,Intel,Windows,1.29,86526.72,1,0,276.053530085501,Intel Core i5,0,256
1029,HP,Notebook,8,Nvidia,Windows,2.63,57542.4,0,0,127.33567457123111,Intel Core i5,0,256
1030,HP,Notebook,4,Intel,Windows,1.64,51841.44,0,0,111.93520355955211,Intel Core i5,0,256
1031,Acer,Notebook,6,AMD,Windows,2.1,21791.52,0,0,100.45466986113651,AMD Processor,1000,0
1032,MSI,Gaming,8,Nvidia,Windows,2.7,63499.10399999999,0,0,127.33567457123111,Intel Core i7,1000,128
1033,HP,Notebook,8,Intel,Windows,1.95,63669.6,0,0,157.3505121487356,Intel Core i5,0,256
1034,HP,Notebook,8,Intel,Windows,1.84,65480.5872,0,0,141.21199808219862,Intel Core i7,0,256
1035,HP,Ultrabook,8,Intel,Windows,1.26,71874.72,0,0,176.23257360658386,Intel Core i7,0,256
1036,HP,Notebook,4,Intel,Windows,2.04,39533.76,0,0,100.45466986113651,Intel Core i5,500,0
1037,Toshiba,Ultrabook,8,Intel,Windows,1.47,91908.0,0,1,157.3505121487356,Intel Core i7,0,256
1038,Dell,Notebook,8,Intel,Windows,2.09,56633.975999999995,0,0,141.21199808219862,Intel Core i5,0,256
1039,HP,Notebook,8,Intel,Windows,1.64,53839.9728,0,0,157.3505121487356,Intel Core i5,0,256
1040,Lenovo,2 in 1 Convertible,4,Intel,Windows,1.8,45128.16,1,1,141.21199808219862,Intel Core i7,0,256
1042,Toshiba,Notebook,16,Nvidia,Windows,2.4,75924.0,0,1,141.21199808219862,Intel Core i7,0,256
1043,Lenovo,Notebook,8,Intel,Windows,2.3,55922.688,0,0,141.21199808219862,Intel Core i5,0,256
1044,HP,Notebook,4,Intel,Windows,1.54,53280.0,0,0,157.3505121487356,Intel Core i5,500,0
1045,HP,Notebook,8,Intel,Windows,1.84,112065.9552,0,0,141.21199808219862,Intel Core i5,500,256
